id,title,claim,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,GPT_Response_1,GPT_Response_2,GPT_Response_3,GPT_Response_consensus
363,"Arctic ice is not â€˜making a comebackâ€™, longer-term trends show","Claims circulating on social media saying that arctic sea ice is increasing and therefore climate change is not real present a misleading picture of the facts, experts consulted by Reuters said.",https://www.reuters.com/news/article/factcheck-climate-change-arctic/fact-check-arctic-ice-is-not-making-a-comeback-longer-term-trends-show-idUSL2N2XJ0LJ,Environment,27-May-22,TRUE,https://rmets.onlinelibrary.wiley.com/doi/10.1002/wea.3381,How is sea ice in the Arctic and Antarctic changing?,"Dan Jones, Emily Shuckburgh, Ed Hawkins","Sea ice is the frozen portion of the polar oceans1, covering roughly 3 to 6% of the Earth's surface area at any given time (Comiso, 2010). The Earth hosts major sea ice systems at both poles: one in the Arctic Ocean and another in the Southern Ocean around Antarctica, which is referred to here simply as Antarctic sea ice. Ice forms in the local autumn/winter and melts in local spring/summer, driven by exchanges of heat between the sea ice, ocean, and atmosphere. Sea ice is typically bright â€“ snow-covered ice can reflect away more than 80% of incoming solar radiation. As sea ice melts, it exposes the darker (less reflective) water beneath it, and the planet's surface becomes darker and warmer overall. By this mechanism, changes in sea ice can amplify changes in the climate system (e.g. warming leads to melt, exposing darker surfaces, which leads to additional absorption of incoming sunlight and therefore more melt). In addition to its direct relevance for climate, sea ice has a large impact on ocean biology and serves as a home and/or hunting ground for some large animals, such as polar bears in the Arctic Ocean and emperor penguins around Antarctica.",Weather,2018,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
367,Mass bleaching events in the Great Barrier Reef kill coral and risk the future of the reef,"The Australian Governmentâ€™s Great Barrier Reef Marine Park Authority Summer Snapshot 2021-22 document made headlines recently after it revealed over 90% of the Great Barrier Reef's coral ""exhibited some bleaching,"" based on an aerial survey.",https://www.reuters.com/news/article/factcheck-environment-oceans/fact-check-mass-bleaching-events-in-the-great-barrier-reef-kill-coral-and-risk-the-future-of-the-reef-idUSL2N2XI1NV,Nature,26-May-22,TRUE,https://doi.org/10.1016/j.cub.2021.10.046,Emergent properties in the responses of tropical corals to recurrent climate extremes,"Terry P. Hughes, James T. Kerry, Sean R. Connolly, Jorge G. Ãlvarez-Romero, C. Mark Eakin, Scott F. Heron, Migdonio A. Gonzalez, Joanne Moneghetti","The frequency, intensity, and spatial scale of climate extremes are changing rapidly due to anthropogenic global warming.1,2 A growing research challenge is to understand how multiple climate-driven disturbances interact with each other over multi-decadal time frames, generating combined effects that cannot be predicted from single events alone.3, 4, 5 Here we examine the emergent dynamics of five coral bleaching events along the 2,300 km length of the Great Barrier Reef that affected >98% of the Reef between 1998 and 2020. We show that the bleaching responses of corals to a given level of heat exposure differed in each event and were strongly influenced by contingency and the spatial overlap and strength of interactions between events. Naive regions that escaped bleaching for a decade or longer were the most susceptible to bouts of heat exposure. Conversely, when pairs of successive bleaching episodes were close together (1â€“3 years apart), the thermal threshold for severe bleaching increased because the earlier event hardened regions of the Great Barrier Reef to further impacts. In the near future, the biological responses to recurrent bleaching events may become stronger as the cumulative geographic footprint expands further, potentially impairing the stock-recruitment relationships among lightly and severely bleached reefs with diverse recent histories. Understanding the emergent properties and collective dynamics of recurrent disturbances will be critical for predicting spatial refuges and cumulative ecological responses, and for managing the longer-term impacts of anthropogenic climate change on ecosystems.",Current Biology,2021,CONTRADICT,CONTRADICT,SUPPORT,CONTRADICT
405,Did Disney Deny Tim Allen 'Lightyear' Role Due to His Political Beliefs?,"Disney refused to cast Tim Allen as the voice of Buzz Lightyear in the 2022 ""Lightyear"" movie because of the actor's conservative beliefs.",https://www.snopes.com/fact-check/did-disney-cancel-tim-allen/,Opinion,16-Jun-22,FALSE,https://theilluminerdi.com/2022/06/15/lightyear-why-tim-allen-recast/,Lightyear Creator Breaks Down Why Tim Allen Wasnâ€™t Asked To Return In New Pixar Movie,Caitlin Tyrrell,"Lightyear is only days away and audiences will get the chance to experience a whole new adventure with the iconic Space Ranger. Buzz Lightyear was first introduced as a toy in Toy Story and voiced by Tim Allen. However, this is not the toy that fans are familiar with. Instead Lightyear is the film within the Toy Story universe that inspired Andyâ€™s love for the character. This is an important distinction as it explains not only why this version of Buzz is different from the version fans know and love, but it also shows why the creatives behind the new film wanted to bring in a new actor to play Buzz.",The Illuminerdi,2022,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
431,Denmark paused its COVID-19 vaccine program due to high inoculation,"Denmark has paused its general COVID-19 vaccination program because vaccine coverage is high and the countryâ€™s epidemic situation has improved, not because of a study into vaccine-induced heart issues. It has not stopped its entire inoculation program as the shots are still available to the public.",https://www.reuters.com/news/article/factcheck-coronavirus-denmark/fact-check-denmark-paused-its-covid-19-vaccine-program-due-to-high-inoculation-idUSL2N2WV0TT,Health,3-May-22,TRUE,https://jamanetwork.com/journals/jamacardiology/fullarticle/2791253,SARS-CoV-2 Vaccination and Myocarditis in a Nordic Cohort Study of 23 Million Residents,"Ã˜ystein Karlstad, MScPharm, PhD; Petteri Hovi, MD, PhD; Anders Husby, MD, PhD; et al","Reports of myocarditis after SARS-CoV-2 messenger RNA (mRNA) vaccination have emerged. To evaluate the risks of myocarditis and pericarditis following SARS-CoV-2 vaccination by vaccine product, vaccination dose number, sex, and age. Four cohort studies were conducted according to a common protocol, and the results were combined using meta-analysis. Participants were 23â€¯122â€¯522 residents aged 12 years or older. They were followed up from December 27, 2020, until incident myocarditis or pericarditis, censoring, or study end (October 5, 2021). Data on SARS-CoV-2 vaccinations, hospital diagnoses of myocarditis or pericarditis, and covariates for the participants were obtained from linked nationwide health registers in Denmark, Finland, Norway, and Sweden. The 28-day risk periods after administration date of the first and second doses of a SARS-CoV-2 vaccine, including BNT162b2, mRNA-1273, and AZD1222 or combinations thereof. A homologous schedule was defined as receiving the same vaccine type for doses 1 and 2. Incident outcome events were defined as the date of first inpatient hospital admission based on primary or secondary discharge diagnosis for myocarditis or pericarditis from December 27, 2020, onward. Secondary outcome was myocarditis or pericarditis combined from either inpatient or outpatient hospital care. Poisson regression yielded adjusted incidence rate ratios (IRRs) and excess rates with 95% CIs, comparing rates of myocarditis or pericarditis in the 28-day period following vaccination with rates among unvaccinated individuals. Among 23â€¯122â€¯522 Nordic residents (81% vaccinated by study end; 50.2% female), 1077 incident myocarditis events and 1149 incident pericarditis events were identified. Within the 28-day period, for males and females 12 years or older combined who received a homologous schedule, the second dose was associated with higher risk of myocarditis, with adjusted IRRs of 1.75 (95% CI, 1.43-2.14) for BNT162b2 and 6.57 (95% CI, 4.64-9.28) for mRNA-1273. Among males 16 to 24 years of age, adjusted IRRs were 5.31 (95% CI, 3.68-7.68) for a second dose of BNT162b2 and 13.83 (95% CI, 8.08-23.68) for a second dose of mRNA-1273, and numbers of excess events were 5.55 (95% CI, 3.70-7.39) events per 100â€¯000 vaccinees after the second dose of BNT162b2 and 18.39 (9.05-27.72) events per 100â€¯000 vaccinees after the second dose of mRNA-1273. Estimates for pericarditis were similar. Results of this large cohort study indicated that both first and second doses of mRNA vaccines were associated with increased risk of myocarditis and pericarditis. For individuals receiving 2 doses of the same vaccine, risk of myocarditis was highest among young males (aged 16-24 years) after the second dose. These findings are compatible with between 4 and 7 excess events in 28 days per 100â€¯000 vaccinees after BNT162b2, and between 9 and 28 excess events per 100â€¯000 vaccinees after mRNA-1273. This risk should be balanced against the benefits of protecting against severe COVID-19 disease.",JAMA Cardiology,2022,SUPPORT,CONTRADICT,CONTRADICT,CONTRADICT
451,"COVID-19 is caused by a virus, not snake venom",Social media users are spreading a conspiracy theory online that COVID-19 is caused by snake venom in drinking water. Users are additionally claiming that COVID-19 vaccines contain snake venom.,https://www.reuters.com/news/article/factcheck-covid19-snake-venom/fact-check-covid-19-is-caused-by-a-virus-not-snake-venom-idUSL2N2WJ244,Health,21-Apr-22,FALSE,https://pubs.acs.org/doi/10.1021/acsbiomaterials.5b00356,Nanofibrous Snake Venom Hemostat,"Vivek A. Kumar, Navindee C. Wickremasinghe, Siyu Shi, and Jeffrey D. Hartgerink","Controlling perioperative bleeding is of critical importance to minimize hemorrhaging and fatality. Patients on anticoagulant therapy such as heparin have diminished clotting potential and are at risk for hemorrhaging. Here we describe a self-assembling nanofibrous peptide hydrogel (termed SLac) that on its own can act as a physical barrier to blood loss. SLac was loaded with snake-venom derived Batroxobin (50 Î¼g/mL) yielding a drug-loaded hydrogel (SB50). SB50 was potentiated to enhance clotting even in the presence of heparin. In vitro evaluation of fibrin and whole blood clotting helped identify appropriate concentrations for hemostasis in vivo. Batroxobin-loaded hydrogels rapidly (within 20s) stop bleeding in both normal and heparin-treated rats in a lateral liver incision model. Compared to standard of care, Gelfoam, and investigational hemostats such as Puramatrix, only SB50 showed rapid liver incision hemostasis post surgical application. This snake venom-loaded peptide hydrogel can be applied via syringe and conforms to the wound site resulting in hemostasis. This demonstrates a facile method for surgical hemostasis even in the presence of anticoagulant therapies.",ACS Biomaterials,2015,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
507,No proven link between COVID-19 vaccines and aphasia,"Conversations have risen online about aphasia, a language disorder, with some users claiming the condition is on the rise due to COVID-19 vaccines. However, thereâ€™s no evidence of a causal link between the disease and the vaccines, and aphasia is much more common after a COVID-19 infection itself, health experts told Reuters.",https://www.reuters.com/news/article/factcheck-aphasia-vaccine/fact-check-no-proven-link-between-covid-19-vaccines-and-aphasia-idUSL2N2W41E5,Health,6-Apr-22,TRUE,https://www.sciencedirect.com/science/article/pii/S2589238X21000292,Aphasia seven days after second dose of an mRNA-based SARS-CoV-2 vaccine,"Josef Finsterer, Maria Korn","Though rare, neurological side effects of SARS-CoV-2 vaccinations are increasingly reported. Even if the first dosage goes uncomplicated, the second dose may be complicated by severe adverse reactions as in the following case. A 52yo male developed sudden-onset reading difficulty and aphasia 7d after the second dose of an mRNA-based SARS-CoV-2 vaccine. He had a previous history of myocardial infarction, arterial hypertension, hyperlipidemia, and nephrolithiasis. Blood pressure was slightly elevated on admission. Blood tests revealed mildly elevated D-dimer, pre-diabetes and hyperuricemia. Cerebral magnetic resonance imaging revealed an intracerebral bleeding (ICB) in the left temporal lobe. Aphasia resolved almost completely within a few days. Blood pressure values were normal throughout hospitalisation. Whether there was a causal relation between the ICB and the vaccination remains speculative but cannot be definitively excluded. A second dose of a SARS-CoV-2 vaccination may be followed by ICB. Though the pathophysiology of ICB remains unexplained a causal relation between ICB and the vaccination cannot be excluded. Risk factors for ICB should be carefully monitored in patients undergoing SARS-CoV-2 vaccination.",Brain Hemorrhages,2021,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
517,No evidence Fauci was making a Freemason hand gesture during press briefing,Social media users are sharing a video of top infectious disease expert Dr. Anthony Fauci with his hand in his jacket and claiming this is proof he is a Freemason.,https://www.reuters.com/news/article/factcheck-fauci-freemason/fact-check-no-evidence-fauci-was-making-a-freemason-hand-gesture-during-press-briefing-idUSL2N2VZ1WU,Society,1-Apr-22,FALSE,https://www.jstor.org/stable/3046079,"Re-dressing Classical Statuary: The Eighteenth-Century ""Hand-in-Waistcoat"" Portrait",Arline Meyer,"A product of the nationalistic sentiment kindled in the years following the Restoration, the familiar ""hand-in-waistcoat"" portrait type became a veritable English hallmark. This visualization of national character was molded especially in the context of increasing Anglo-French rivalry by reviving an ancient argument about decorous public behavior. In withdrawing the ""speaking hand"" England censured the gestural exuberance of the French rhetorical style with its Catholic and absolutist associations, and forged a natural, modest, and reticent image that was sanctioned by classical precedent.",The Art Bulletin,1995,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
566,Social media posts greatly exaggerate estimated civilian deaths during NATO operations in Libya,Available reports contradict social media posts claiming that NATO air strikes in Libya in 2011 led to more than half a million civilian casualties.,https://www.reuters.com/news/article/factcheck-nato-libya-civilians/fact-check-social-media-posts-greatly-exaggerate-estimated-civilian-deaths-during-nato-operations-in-libya-idUSL2N2VO15W,Society,21-Mar-22,TRUE,https://airwars.org/news-and-investigations/ten-years-after-libyan-revolution-victims-wait-for-justice/,"Ten years after the Libyan revolution, victims wait for justice",Oliver Imhof,"Ten years ago, French President Nicholas Sarkozy welcomed British Prime Minister David Cameron and US Secretary of State Hillary Clinton to the Elysee Palace with a shock announcement. â€œHe surprised us both when he said that he had already issued orders for French jets to take off,â€ Cameron later recalled. The first airstrikes of the international intervention against Libyan dictator Muammar Gaddafiâ€™s forces hit their targets less than an hour later. The 2011 Libyan civil war had begun on February 17th as an Arab Spring uprising, with tens of thousands taking to the streets. Within weeks Gaddafiâ€™s forces had brutally crushed most of the protests, and were closing in on the last major rebel stronghold of Benghazi. With fears of a Srebrenica-style massacre, the United Nations passed a resolution demanding the protection of civilians, upon which the NATO intervention was then justified. The war officially ended in October as Gaddafi, whose forces had been routed, was captured and killed by NATO-backed rebels. Neither during nor after the war has there been a thorough analysis of the number of civilians likely killed by all sides. For the tenth anniversary of the conflict, Airwars has conducted the first comprehensive overview of civilian harm from all belligerents, based on the available public materials. Over six months Airwars reviewed thousands of media and social media posts, and post-conflict investigations; as well as conducting interviews with survivors and officials. The result is a detailed look at a brief but violent conflict that killed at least 1,142 civilians and injured at least one thousand more in 212 incidents of concern that Airwars researched. By the highest estimate, as many as 3,400 civilians were killed in those events.",Airwars Investigations,2021,CONTRADICT,SUPPORT,CONTRADICT,CONTRADICT
772,Surgeonâ€™s claims about natural and vaccine immunity to COVID-19 lack context,"A series of claims about the differences between natural immunity to COVID-19 and vaccine-induced immunity made by a consultant orthopaedic surgeon on a British news channel are missing crucial context. Here, Reuters looks at three key statements made during the broadcast.",https://www.reuters.com/news/article/factcheck-coronavirus-britain/fact-check-surgeons-claims-about-natural-and-vaccine-immunity-to-covid-19-lack-context-idUSL1N2UE1SI,Opinion,3-Feb-22,TRUE,https://jamanetwork.com/journals/jama/fullarticle/2787929,Studies Suggest COVID-19 Vaccine Boosters Save Lives,Jennifer Abbasi,"The results of 2 large studies comparing severe disease and death among individuals vaccinated against COVID-19 support a benefit of booster doses. Both studies were conducted in Israel, where BNT162b2 (Pfizer-BioNTech) boosters were introduced in July 2021. One analysis included data from more than 840â€¯000 vaccinated people aged 50 years or older, 90% of whom received a booster dose. The death rate was 0.16 per 100â€¯000 persons per day in the booster group compared with 2.98 per 100â€¯000 persons per day in the nonbooster group. The other study involved almost 4.7 million vaccinated individuals aged 16 years or older. Across age groups, COVID-19 cases and severe illness were substantially lower among those who received a booster, as were deaths among those aged 60 years or older who were boosted.",JAMA,2022,SUPPORT,SUPPORT,SUPPORT,SUPPORT
812,List of viruses circulating on social media do not cause positive COVID-19 RT-PCR tests,"Viruses that cause measles and the common cold do not produce false-positive COVID-19 reverse transcriptase polymerase chain reaction (RT-PCR) tests, contrary to posts circulating widely online. A list of more than 50 viruses has been shared on social media, with claims that they trigger a false positive COVID test result.",https://www.reuters.com/news/article/factcheck-viruses-pcr/fact-check-list-of-viruses-circulating-on-social-media-do-not-cause-positive-covid-19-rt-pcr-tests-idUSL1N2U620T,Health,26-Jan-22,TRUE,https://jamanetwork.com/journals/jama/fullarticle/2765837,Interpreting Diagnostic Tests for SARS-CoV-2,"Nandini Sethuraman, MD; Sundararaj Stanleyraj Jeremiah, MD; Akihide Ryo, MD, PhD","Using available evidence, a clinically useful timeline of diagnostic markers for detection of COVID-19 has been devised (Figure). Most of the available data are for adult populations who are not immunocompromised. The time course of PCR positivity and seroconversion may vary in children and other groups, including the large population of asymptomatic individuals who go undiagnosed without active surveillance. Many questions remain, particularly how long potential immunity lasts in individuals, both asymptomatic and symptomatic, who are infected with SARS-CoV-2.",JAMA,2020,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
868,Meme does not show updated warning on tobacco packaging,"Smoking has long been associated with a heightened risk of blood clots, heart attacks and strokes - and claims this link was first broadcast in 2022 by health authorities trying to hide negative effects of COVID-19 vaccines are false.",https://www.reuters.com/news/article/factcheck-tobacco-packaging/fact-check-meme-does-not-show-updated-warning-on-tobacco-packaging-idUSL1N2TS1KC,Health,12-Jan-22,TRUE,https://jamanetwork.com/journals/jama/article-abstract/660376,Smokers' Blood Clots More Rapidly,JAMA,"Accelerated thrombus-like formation in blood taken from persons immediately after smoking has been observed in vitro by California investigators. The hypercoagulable and hyperthrombotic state apparently induced lends credence to the theory that smoking contributes to the comparatively high incidence of acute myocardial infarction among heavy smokers, said Hyman Engelberg, MD, and Morton L. Futterman, MD, Los Angeles. Blood flow within a rotating plastic (Chambers) loop is intended to approximate the process in vivo. Their most recent study, confirmed earlier observations (JAMA193:1033-35, [Sept 20] 1965). Ninety-four males and 53 females were tested. These 147 smokers included 123 who favored cigarettes; 15, cigars; and nine, a pipe. Blood samples were drawn just before the first cigarette of the day, at the end of the smoke, and 15 to 20 minutes afterward. Cigar and pipe users were sampled prior to and 15 to 30 minutes after ""lighting up.""",JAMA,1966,SUPPORT,SUPPORT,SUPPORT,SUPPORT
